latitude,longitude,corridor,soil_moisture,water_pressure,acceleration,tilt_angle,temperature,humidity,rainfall,antecedent_rainfall_7d,slope_angle_deg,factor_of_safety,landslide_triggered
25.7212,94.1339,"Kohima, Nagaland",39.23,1.58,9.784,0.088,27.9,63.8,3.1,19.49,30.37,1.944,0
25.7165,94.0829,"Kohima, Nagaland",32.91,0.0,9.852,0.016,17.7,58.5,3.27,34.06,28.85,2.091,0
25.6518,94.1272,"Kohima, Nagaland",44.65,5.65,9.822,0.002,18.6,67.0,11.36,51.26,39.94,1.431,0
25.715,94.0652,"Kohima, Nagaland",36.52,0.0,9.795,0.103,15.3,40.2,0.98,7.19,31.45,1.938,0
25.7161,94.1584,"Kohima, Nagaland",29.41,0.0,9.798,0.044,17.6,47.5,1.35,20.62,32.18,1.901,0
25.7121,94.0702,"Kohima, Nagaland",38.41,1.22,9.769,0.021,19.7,60.1,1.63,23.33,30.56,1.946,0
25.6891,94.1517,"Kohima, Nagaland",43.29,5.36,9.765,0.003,29.5,59.6,1.8,15.37,32.37,1.715,0
25.6416,94.1177,"Kohima, Nagaland",28.55,0.0,9.796,0.005,18.1,42.8,2.44,49.64,30.85,1.971,0
25.698,94.1412,"Kohima, Nagaland",61.0,21.19,12.24,3.013,25.1,64.6,149.65,364.25,34.03,1.134,1
25.6634,94.1092,"Kohima, Nagaland",27.04,0.0,9.812,0.011,13.0,41.0,2.91,33.59,38.78,1.637,0
25.6758,94.0851,"Kohima, Nagaland",41.69,2.96,9.772,0.085,13.3,63.2,6.66,39.92,37.76,1.579,0
25.6581,94.0784,"Kohima, Nagaland",37.88,0.55,9.786,0.004,27.2,60.4,4.14,8.92,33.47,1.821,0
25.6569,94.1416,"Kohima, Nagaland",43.93,6.35,9.831,0.01,27.2,45.3,1.16,15.85,29.51,1.829,0
25.6502,94.1065,"Kohima, Nagaland",41.16,2.66,9.814,0.076,16.2,61.6,11.03,57.05,34.82,1.695,0
25.719,94.1329,"Kohima, Nagaland",35.93,0.0,9.81,0.057,17.5,55.2,3.81,18.78,29.72,2.037,0
25.7206,94.147,"Kohima, Nagaland",33.5,0.0,9.763,0.022,21.6,50.4,1.7,9.12,39.62,1.611,0
25.6924,94.1105,"Kohima, Nagaland",61.0,19.88,11.191,5.112,18.5,86.9,199.24,578.15,32.97,1.214,1
25.6664,94.1148,"Kohima, Nagaland",45.36,5.63,9.752,0.041,22.8,66.9,23.99,84.7,31.85,1.731,0
25.6512,94.1527,"Kohima, Nagaland",36.06,0.0,9.826,0.106,20.6,61.4,4.1,47.06,28.25,2.131,0
25.6316,94.1311,"Kohima, Nagaland",44.87,6.67,9.842,0.135,17.7,67.1,36.36,88.55,32.45,1.668,0
25.6307,94.0753,"Kohima, Nagaland",43.71,5.45,9.788,0.014,15.3,67.6,8.15,38.39,34.28,1.628,0
25.6789,94.0698,"Kohima, Nagaland",36.34,0.0,9.89,0.114,14.7,51.2,2.66,17.07,30.19,2.009,0
25.6612,94.121,"Kohima, Nagaland",61.0,20.86,11.61,2.655,16.3,78.3,224.91,431.97,36.27,1.071,1
25.7187,94.1389,"Kohima, Nagaland",47.56,8.4,9.789,0.051,20.3,66.0,19.11,112.52,40.37,1.337,0
25.7088,94.1247,"Kohima, Nagaland",35.43,0.0,9.808,0.003,28.0,61.6,4.23,16.59,30.37,1.998,0
25.6526,94.0959,"Kohima, Nagaland",47.78,8.78,9.808,0.062,19.2,70.4,2.54,52.11,28.78,1.786,0
25.7046,94.136,"Kohima, Nagaland",50.07,9.96,9.781,0.055,23.5,58.1,8.8,54.56,31.5,1.603,0
25.7165,94.1163,"Kohima, Nagaland",43.45,5.85,9.797,0.007,18.1,61.0,5.85,15.75,29.76,1.832,0
25.6365,94.1473,"Kohima, Nagaland",61.0,20.26,9.813,0.018,13.3,71.0,102.75,349.66,29.42,1.351,0
25.6958,94.1352,"Kohima, Nagaland",46.59,6.24,9.813,0.089,20.2,61.7,11.41,57.49,35.24,1.565,0
25.6851,94.1362,"Kohima, Nagaland",61.0,17.33,11.949,3.328,23.4,81.6,178.06,545.72,33.45,1.279,1
25.6785,94.0708,"Kohima, Nagaland",61.0,15.51,9.811,0.011,21.2,79.0,34.37,188.47,34.42,1.302,0
25.7215,94.0591,"Kohima, Nagaland",39.31,1.72,9.762,0.005,23.8,54.4,0.25,17.79,29.4,1.996,0
25.6806,94.1212,"Kohima, Nagaland",61.0,16.31,9.778,0.115,17.6,69.9,107.77,418.15,28.36,1.543,0
25.6859,94.101,"Kohima, Nagaland",39.55,2.04,9.818,0.025,20.5,54.8,2.0,68.77,38.2,1.592,0
25.64,94.1298,"Kohima, Nagaland",37.7,0.5,9.824,0.019,19.1,53.9,0.21,10.52,33.46,1.823,0
25.67,94.0721,"Kohima, Nagaland",61.0,16.96,12.352,6.713,22.2,79.8,152.02,361.16,35.52,1.217,1
25.6774,94.1199,"Kohima, Nagaland",25.52,0.0,9.791,0.181,29.4,52.2,1.66,12.61,34.6,1.789,0
25.6989,94.1296,"Kohima, Nagaland",46.63,6.58,9.868,0.037,23.2,64.4,7.68,27.55,30.83,1.75,0
25.6866,94.1379,"Kohima, Nagaland",61.0,17.15,10.433,5.27,17.7,70.8,211.42,483.51,33.96,1.266,1
25.6802,94.0869,"Kohima, Nagaland",35.97,0.0,9.822,0.01,19.1,63.4,4.07,25.24,34.82,1.78,0
25.6815,94.1363,"Kohima, Nagaland",61.0,21.21,10.828,5.245,15.4,76.0,181.18,411.77,34.23,1.126,1
25.6888,94.1393,"Kohima, Nagaland",43.57,5.74,9.831,0.051,17.5,63.5,7.5,55.44,35.86,1.558,0
25.6709,94.1269,"Kohima, Nagaland",47.42,7.91,9.842,0.025,21.9,68.8,17.84,70.91,33.74,1.571,0
25.6664,94.1091,"Kohima, Nagaland",40.79,3.47,9.814,0.051,22.3,65.0,8.74,44.26,36.26,1.614,0
25.7066,94.0614,"Kohima, Nagaland",50.03,9.57,9.778,0.131,22.0,72.5,18.3,50.42,33.01,1.548,0
25.6431,94.1137,"Kohima, Nagaland",33.52,0.0,9.824,0.136,21.1,49.8,7.17,81.79,36.03,1.732,0
25.7087,94.1508,"Kohima, Nagaland",49.24,8.57,9.796,0.174,23.0,73.0,1.9,73.13,38.05,1.397,0
25.6885,94.1489,"Kohima, Nagaland",60.8,17.55,9.78,0.097,14.4,71.9,27.79,108.45,32.49,1.309,0
25.6374,94.1011,"Kohima, Nagaland",61.0,18.75,9.828,0.013,15.8,69.9,82.86,279.37,30.71,1.344,0
25.6609,94.0885,"Kohima, Nagaland",36.67,0.0,9.799,0.015,19.3,55.9,1.73,49.86,35.66,1.746,0
25.6354,94.0655,"Kohima, Nagaland",28.41,0.0,9.806,0.043,18.0,54.9,1.61,13.67,40.79,1.578,0
25.65,94.1265,"Kohima, Nagaland",27.37,0.0,9.802,0.161,20.8,46.3,4.69,33.11,31.14,1.955,0
25.716,94.1471,"Kohima, Nagaland",61.0,17.19,9.8,0.005,20.0,81.9,209.69,730.53,40.98,1.057,0
25.6934,94.0973,"Kohima, Nagaland",26.38,0.0,9.775,0.158,19.7,50.1,3.93,20.79,28.91,2.087,0
25.6395,94.0782,"Kohima, Nagaland",41.98,3.93,9.805,0.036,23.1,57.5,16.99,72.78,41.28,1.448,0
25.6549,94.1118,"Kohima, Nagaland",61.0,18.87,9.77,0.203,24.1,82.8,80.86,339.66,32.2,1.277,0
25.6329,94.121,"Kohima, Nagaland",61.0,15.66,9.803,0.004,14.1,77.7,90.57,288.65,34.91,1.28,0
25.7138,94.105,"Kohima, Nagaland",37.75,0.53,9.823,0.122,13.5,55.7,18.18,93.01,34.95,1.758,0
25.7012,94.1032,"Kohima, Nagaland",23.61,0.0,9.75,0.067,22.6,49.6,0.02,13.59,32.43,1.888,0
25.6751,94.1015,"Kohima, Nagaland",24.62,0.0,9.768,0.02,18.3,41.8,3.09,14.99,34.56,1.791,0
25.6598,94.0677,"Kohima, Nagaland",61.0,20.46,10.717,1.384,17.4,72.1,147.56,410.39,31.8,1.24,1
25.6435,94.1355,"Kohima, Nagaland",34.27,0.0,9.822,0.008,25.3,55.3,10.44,37.55,32.83,1.869,0
25.6698,94.1552,"Kohima, Nagaland",44.58,6.28,9.788,0.005,19.4,54.8,14.73,90.71,38.05,1.467,0
25.719,94.084,"Kohima, Nagaland",61.0,16.87,9.821,0.045,17.6,69.8,95.32,258.47,34.14,1.268,0
25.7209,94.1252,"Kohima, Nagaland",61.0,20.88,11.164,5.422,16.4,86.5,143.3,522.45,36.06,1.077,1
25.6257,94.0733,"Kohima, Nagaland",28.45,0.0,9.779,0.262,26.9,48.9,2.09,8.65,35.85,1.738,0
25.7108,94.0755,"Kohima, Nagaland",32.11,0.0,9.797,0.177,25.9,44.3,4.07,53.25,28.16,2.137,0
25.6415,94.1458,"Kohima, Nagaland",24.42,0.0,9.831,0.07,16.9,53.1,2.23,14.67,33.97,1.816,0
25.6468,94.1321,"Kohima, Nagaland",61.0,20.17,11.152,2.478,22.6,82.1,248.45,750.0,34.54,1.148,1
25.6988,94.0736,"Kohima, Nagaland",41.88,3.95,9.812,0.093,18.0,63.3,16.55,53.19,35.98,1.61,0
25.6315,94.099,"Kohima, Nagaland",38.36,1.06,9.818,0.067,22.7,61.1,2.62,9.23,34.65,1.753,0
25.6713,94.0809,"Kohima, Nagaland",32.68,0.0,9.784,0.023,23.2,49.1,9.01,28.82,42.15,1.544,0
25.651,94.108,"Kohima, Nagaland",36.93,0.0,9.817,0.003,21.7,59.2,4.34,88.78,36.38,1.718,0
25.6499,94.0989,"Kohima, Nagaland",36.77,0.0,9.842,0.091,21.8,63.6,3.16,29.81,33.67,1.83,0
25.6809,94.1147,"Kohima, Nagaland",47.48,8.68,9.842,0.023,15.6,63.1,8.43,30.68,31.44,1.649,0
25.6325,94.1423,"Kohima, Nagaland",61.0,19.2,11.842,3.663,23.7,80.7,163.68,309.39,35.64,1.143,1
25.6516,94.0996,"Kohima, Nagaland",61.0,19.92,11.822,7.414,23.2,85.3,285.85,750.0,35.26,1.133,1
25.692,94.1505,"Kohima, Nagaland",37.41,0.23,9.823,0.023,24.3,55.3,3.78,35.09,34.75,1.775,0
25.668,94.1573,"Kohima, Nagaland",27.84,0.0,9.823,0.008,21.5,45.6,4.33,22.36,41.06,1.571,0
25.7059,94.112,"Kohima, Nagaland",58.54,18.6,9.812,0.015,24.2,80.9,40.92,98.96,31.41,1.318,0
25.6609,94.0943,"Kohima, Nagaland",45.91,7.91,9.789,0.054,21.0,61.3,18.76,82.24,35.38,1.507,0
25.6827,94.1062,"Kohima, Nagaland",61.0,17.24,12.064,8.125,21.1,78.7,194.68,562.95,39.19,1.1,1
25.6958,94.1317,"Kohima, Nagaland",55.24,13.67,9.804,0.024,12.6,74.1,19.7,71.64,36.15,1.3,0
25.7097,94.0611,"Kohima, Nagaland",42.03,4.57,9.779,0.008,20.9,65.4,3.11,32.68,38.97,1.491,0
25.7017,94.0783,"Kohima, Nagaland",61.0,21.49,11.575,4.446,32.2,77.5,246.07,541.42,33.56,1.14,1
25.6805,94.0907,"Kohima, Nagaland",44.03,5.63,9.839,0.026,21.7,65.7,16.24,68.17,27.86,1.955,0
25.6589,94.0906,"Kohima, Nagaland",61.0,20.25,10.545,7.223,16.7,75.1,287.9,645.37,32.28,1.228,1
25.6375,94.1004,"Kohima, Nagaland",61.0,16.15,11.094,7.785,19.3,69.0,153.33,340.94,32.62,1.35,1
25.7167,94.1543,"Kohima, Nagaland",24.7,0.0,9.776,0.14,13.5,48.9,1.58,17.02,39.45,1.616,0
25.6529,94.0811,"Kohima, Nagaland",43.82,5.78,9.85,0.005,18.7,56.4,5.47,27.28,33.49,1.651,0
25.6693,94.1196,"Kohima, Nagaland",49.85,9.79,9.862,0.136,25.5,64.6,21.58,61.56,26.84,1.871,0
25.6809,94.1128,"Kohima, Nagaland",61.0,17.76,10.319,8.442,27.2,76.8,270.88,750.0,36.25,1.169,1
25.695,94.0728,"Kohima, Nagaland",48.2,9.97,9.797,0.011,21.1,62.0,14.64,100.35,30.81,1.636,0
25.6265,94.1464,"Kohima, Nagaland",61.0,21.2,9.797,0.124,17.5,74.4,117.44,363.75,31.3,1.236,0
25.6487,94.1206,"Kohima, Nagaland",31.21,0.0,9.792,0.164,21.2,47.8,2.31,37.69,38.24,1.654,0
25.7113,94.0807,"Kohima, Nagaland",61.0,21.48,9.888,0.059,26.4,81.3,40.86,161.6,26.73,1.445,0
25.6397,94.1112,"Kohima, Nagaland",61.0,19.36,9.774,0.111,27.2,73.2,84.18,247.91,30.01,1.354,0
25.6747,94.1526,"Kohima, Nagaland",61.0,15.28,9.804,0.005,27.1,73.2,108.55,296.77,30.86,1.454,0
25.708,94.1494,"Kohima, Nagaland",61.0,19.79,12.109,6.608,23.8,80.6,202.64,658.62,35.49,1.129,1
25.6373,94.129,"Kohima, Nagaland",61.0,21.0,9.859,0.203,21.8,71.7,223.7,581.62,29.02,1.344,0
25.6621,94.1077,"Kohima, Nagaland",36.89,0.0,9.788,0.033,20.5,49.2,2.95,75.97,33.55,1.835,0
25.7051,94.1017,"Kohima, Nagaland",61.0,17.66,9.829,0.055,21.3,74.4,72.36,193.41,37.23,1.142,0
25.7013,94.1218,"Kohima, Nagaland",47.47,7.54,9.865,0.037,15.3,67.5,3.38,49.26,36.79,1.47,0
25.6473,94.1137,"Kohima, Nagaland",42.04,4.39,9.809,0.045,18.3,55.5,3.64,41.81,33.77,1.684,0
25.6384,94.1339,"Kohima, Nagaland",38.11,0.98,9.757,0.065,22.4,56.1,5.43,13.6,32.79,1.839,0
25.714,94.156,"Kohima, Nagaland",29.48,0.0,9.866,0.147,18.1,47.8,7.69,34.35,41.05,1.571,0
25.7149,94.0959,"Kohima, Nagaland",31.74,0.0,9.821,0.095,20.6,53.9,6.32,17.46,36.88,1.7,0
25.7152,94.0733,"Kohima, Nagaland",28.85,0.0,9.802,0.219,24.5,40.0,2.96,13.19,41.38,1.563,0
25.682,94.1552,"Kohima, Nagaland",31.16,0.0,9.854,0.149,26.4,42.7,2.36,23.5,35.1,1.768,0
25.6463,94.1527,"Kohima, Nagaland",44.46,5.51,9.75,0.062,23.9,52.3,3.95,48.23,27.18,2.005,0
25.6867,94.1238,"Kohima, Nagaland",32.62,0.0,9.793,0.042,20.8,48.3,11.86,57.04,31.61,1.93,0
25.625,94.0725,"Kohima, Nagaland",46.01,6.22,9.807,0.003,16.6,59.4,29.35,127.86,30.69,1.769,0
25.6799,94.1342,"Kohima, Nagaland",38.33,1.13,9.799,0.088,21.1,71.7,7.88,43.4,32.19,1.863,0
25.65,94.124,"Kohima, Nagaland",37.34,0.26,9.81,0.108,14.6,68.7,10.5,44.49,35.47,1.745,0
25.6643,94.0766,"Kohima, Nagaland",40.58,2.8,9.817,0.001,20.9,64.7,5.13,73.13,41.72,1.471,0
25.7024,94.1566,"Kohima, Nagaland",57.03,16.13,9.814,0.054,22.3,85.2,24.32,83.76,31.38,1.402,0
25.7086,94.1001,"Kohima, Nagaland",61.0,19.71,11.314,3.929,23.5,82.5,101.6,276.67,33.6,1.196,1
25.7176,94.0662,"Kohima, Nagaland",47.17,6.84,9.825,0.044,24.8,65.4,7.79,34.44,30.47,1.76,0
25.6344,94.1106,"Kohima, Nagaland",61.0,18.69,11.495,3.914,12.2,66.7,186.47,638.82,29.91,1.382,1
25.6891,94.1352,"Kohima, Nagaland",40.04,2.08,9.751,0.079,14.5,61.7,12.53,39.2,38.31,1.588,0
25.6927,94.0801,"Kohima, Nagaland",35.86,0.0,9.795,0.015,22.4,45.2,5.42,27.52,37.82,1.668,0
25.6869,94.0613,"Kohima, Nagaland",61.0,20.28,11.781,7.467,18.3,81.5,213.08,461.26,32.28,1.227,1
25.6409,94.0974,"Kohima, Nagaland",61.0,19.74,10.574,6.015,19.1,78.4,151.08,576.74,35.72,1.124,1
25.6966,94.1362,"Kohima, Nagaland",61.0,17.45,10.72,6.269,28.9,74.3,224.27,750.0,31.4,1.357,1
25.6696,94.103,"Kohima, Nagaland",59.85,19.65,9.836,0.003,19.9,80.0,35.27,128.29,32.45,1.242,0
25.7,94.0786,"Kohima, Nagaland",47.42,7.93,9.775,0.011,22.9,67.9,9.58,47.31,38.68,1.398,0
25.6777,94.1299,"Kohima, Nagaland",39.11,1.85,9.785,0.146,18.1,48.9,15.85,53.43,32.74,1.813,0
25.7054,94.0702,"Kohima, Nagaland",38.46,0.98,9.776,0.06,26.1,63.5,20.77,73.96,30.34,1.967,0
25.6962,94.0941,"Kohima, Nagaland",40.39,2.88,9.801,0.003,17.9,59.2,11.29,42.7,25.79,2.206,0
25.6529,94.0946,"Kohima, Nagaland",45.79,5.95,9.818,0.144,19.0,60.8,6.97,28.09,30.05,1.813,0
25.641,94.089,"Kohima, Nagaland",40.53,2.7,9.826,0.044,19.9,66.2,8.81,32.99,31.01,1.871,0
25.7237,94.0966,"Kohima, Nagaland",33.76,0.0,9.777,0.008,20.9,55.6,4.58,21.36,36.38,1.718,0
25.711,94.1479,"Kohima, Nagaland",48.33,8.95,9.837,0.174,23.5,70.8,34.77,104.13,32.6,1.587,0
25.7009,94.1382,"Kohima, Nagaland",61.0,20.44,9.773,0.001,21.8,84.8,175.41,592.99,25.89,1.533,0
25.6368,94.1314,"Kohima, Nagaland",43.58,4.96,11.149,6.421,19.0,67.6,0.06,14.86,46.5,1.31,1
25.6403,94.0786,"Kohima, Nagaland",29.49,0.0,9.79,0.031,24.4,55.5,0.2,10.15,34.49,1.794,0
25.7103,94.1114,"Kohima, Nagaland",36.53,0.0,9.801,0.01,27.3,66.0,3.36,15.95,28.94,2.085,0
25.7037,94.1125,"Kohima, Nagaland",42.91,4.38,9.795,0.114,17.3,68.5,1.57,10.6,32.36,1.747,0
25.655,94.1173,"Kohima, Nagaland",61.0,18.17,10.393,7.026,21.7,73.4,242.48,750.0,35.16,1.191,1
25.6618,94.0763,"Kohima, Nagaland",46.58,8.67,9.814,0.103,23.6,56.0,16.75,58.48,37.72,1.404,0
25.7199,94.127,"Kohima, Nagaland",56.88,16.49,9.777,0.014,17.4,70.5,40.19,193.67,29.2,1.493,0
25.7074,94.0962,"Kohima, Nagaland",39.9,2.63,9.813,0.131,20.0,65.8,12.62,50.97,34.74,1.7,0
25.6373,94.1143,"Kohima, Nagaland",61.0,16.44,9.762,0.004,20.1,70.1,89.82,328.74,31.9,1.37,0
25.6253,94.0897,"Kohima, Nagaland",37.75,0.49,9.806,0.055,17.6,59.4,3.83,45.87,37.91,1.649,0
25.6281,94.0916,"Kohima, Nagaland",38.64,1.32,9.788,0.04,14.2,56.0,16.99,61.77,34.74,1.741,0
25.6976,94.1096,"Kohima, Nagaland",32.45,0.0,9.789,0.002,27.5,55.7,8.3,33.69,37.78,1.669,0
25.691,94.1051,"Kohima, Nagaland",42.01,3.79,9.819,0.088,15.8,63.8,2.2,27.84,37.63,1.558,0
25.7169,94.1134,"Kohima, Nagaland",61.0,19.46,12.333,5.411,15.2,79.3,85.55,285.17,32.58,1.243,1
25.7012,94.101,"Kohima, Nagaland",40.58,2.88,9.808,0.108,20.6,61.3,9.94,39.28,41.95,1.463,0
25.7109,94.0671,"Kohima, Nagaland",41.79,3.23,9.759,0.121,17.0,53.8,0.44,40.69,31.29,1.839,0
25.6639,94.1323,"Kohima, Nagaland",61.0,16.89,9.759,0.095,16.6,75.8,206.79,614.21,29.6,1.459,0
25.6984,94.0635,"Kohima, Nagaland",61.0,16.52,9.815,0.021,14.9,72.9,50.82,206.51,40.09,1.099,0
25.7026,94.0756,"Kohima, Nagaland",43.57,5.73,9.802,0.008,21.7,46.2,6.02,57.19,34.58,1.607,0
25.691,94.1151,"Kohima, Nagaland",44.3,6.69,9.795,0.002,25.3,56.3,31.89,100.53,34.24,1.59,0
25.7184,94.135,"Kohima, Nagaland",35.36,0.0,9.786,0.013,18.3,59.5,2.15,43.17,34.75,1.783,0
25.6411,94.1417,"Kohima, Nagaland",35.93,0.0,9.803,0.012,14.7,61.6,1.25,7.0,32.94,1.863,0
25.7232,94.0943,"Kohima, Nagaland",35.76,0.0,9.778,0.013,19.4,51.1,2.26,15.35,28.48,2.115,0
25.6525,94.1259,"Kohima, Nagaland",61.0,16.3,11.421,8.251,24.1,74.0,281.85,685.73,39.13,1.13,1
25.6334,94.1346,"Kohima, Nagaland",61.0,18.83,11.389,3.07,16.8,81.1,113.65,448.13,37.26,1.105,1
25.6944,94.1235,"Kohima, Nagaland",61.0,20.73,9.775,0.003,22.3,71.1,86.55,288.63,33.31,1.174,0
25.6512,94.1235,"Kohima, Nagaland",56.05,14.16,9.821,0.077,21.6,72.5,21.14,80.84,28.17,1.63,0
25.7198,94.139,"Kohima, Nagaland",61.0,20.44,9.757,0.046,19.2,87.6,96.31,209.65,28.29,1.399,0
25.6824,94.0677,"Kohima, Nagaland",37.89,0.67,9.773,0.07,20.7,54.2,0.29,11.62,29.06,2.054,0
25.6476,94.1376,"Kohima, Nagaland",31.53,0.0,9.809,0.023,18.0,51.9,2.65,27.9,40.26,1.593,0
25.7081,94.1523,"Kohima, Nagaland",33.53,0.0,9.809,0.098,24.6,62.3,2.88,23.48,32.43,1.888,0
25.6728,94.0804,"Kohima, Nagaland",29.8,0.0,9.837,0.037,20.3,52.6,0.13,14.22,31.52,1.935,0
25.6355,94.096,"Kohima, Nagaland",38.51,1.26,9.749,0.028,16.2,50.9,13.99,51.1,33.78,1.784,0
25.706,94.1405,"Kohima, Nagaland",61.0,21.27,10.227,5.255,14.2,75.5,130.67,475.44,35.55,1.081,1
25.6474,94.1031,"Kohima, Nagaland",61.0,17.15,11.321,5.61,20.1,80.6,278.2,592.97,37.29,1.156,1
25.6806,94.1316,"Kohima, Nagaland",43.62,5.07,9.792,0.232,11.3,73.2,17.39,67.83,34.52,1.631,0
25.6841,94.0815,"Kohima, Nagaland",31.31,0.0,9.801,0.04,19.3,59.1,7.44,51.59,35.11,1.768,0
25.7195,94.128,"Kohima, Nagaland",61.0,19.43,11.113,7.855,27.0,74.0,183.32,449.75,33.2,1.22,1
25.6353,94.093,"Kohima, Nagaland",41.92,4.32,9.801,0.094,16.3,58.3,4.13,13.98,42.97,1.396,0
25.6576,94.0682,"Kohima, Nagaland",38.67,1.39,9.787,0.01,20.8,63.9,3.69,50.9,40.18,1.553,0
25.6891,94.0808,"Kohima, Nagaland",61.0,18.9,9.732,0.028,25.6,66.3,164.23,349.84,26.9,1.53,0
25.7016,94.0706,"Kohima, Nagaland",43.29,4.81,9.758,0.003,29.7,60.1,12.52,38.5,42.01,1.403,0
25.6722,94.1242,"Kohima, Nagaland",33.12,0.0,9.866,0.004,19.8,52.1,11.77,25.57,33.15,1.854,0
25.684,94.0777,"Kohima, Nagaland",30.63,0.0,9.816,0.013,20.8,48.4,6.57,37.73,38.97,1.631,0
25.6332,94.0868,"Kohima, Nagaland",55.5,16.3,9.817,0.024,16.1,80.2,37.07,138.93,36.77,1.198,0
25.6995,94.0908,"Kohima, Nagaland",61.0,21.19,12.364,5.397,24.5,78.2,186.7,704.48,31.1,1.244,1
25.6801,94.1545,"Kohima, Nagaland",28.86,0.0,9.837,0.013,15.9,43.3,1.55,36.19,32.74,1.873,0
25.7094,94.14,"Kohima, Nagaland",49.86,11.72,9.8,0.04,26.7,77.8,14.3,84.75,27.54,1.755,0
25.7046,94.0728,"Kohima, Nagaland",61.0,18.56,12.258,3.803,27.0,77.8,134.48,278.03,34.69,1.195,1
25.6588,94.0667,"Kohima, Nagaland",61.0,18.91,11.66,7.964,21.4,77.7,188.39,692.62,31.91,1.287,1
25.7128,94.0618,"Kohima, Nagaland",46.02,8.26,9.807,0.242,22.9,64.8,24.9,96.56,34.15,1.544,0
25.6436,94.1337,"Kohima, Nagaland",34.09,0.0,9.81,0.085,13.5,46.5,4.44,40.83,27.78,2.163,0
25.7171,94.0794,"Kohima, Nagaland",48.42,9.04,9.79,0.003,15.6,59.4,21.1,79.41,33.41,1.549,0
25.6427,94.1081,"Kohima, Nagaland",45.8,7.0,9.784,0.035,25.8,65.8,11.02,53.2,31.7,1.692,0
25.6742,94.1032,"Kohima, Nagaland",39.34,2.02,9.827,0.171,22.3,54.6,3.26,55.9,40.04,1.538,0
25.706,94.1026,"Kohima, Nagaland",51.02,9.64,9.765,0.043,17.3,78.5,24.8,96.04,34.79,1.475,0
25.7063,94.1458,"Kohima, Nagaland",28.57,0.0,9.827,0.003,20.1,45.9,3.19,35.72,34.37,1.799,0
25.6343,94.1238,"Kohima, Nagaland",61.0,15.33,10.449,7.452,17.5,74.6,153.65,478.59,30.5,1.469,1
25.6985,94.123,"Kohima, Nagaland",44.21,5.01,9.8,0.073,17.0,72.0,0.69,21.01,40.47,1.436,0
25.6555,94.077,"Kohima, Nagaland",43.15,3.88,9.808,0.035,26.7,50.3,1.76,6.8,36.38,1.597,0
25.7069,94.1504,"Kohima, Nagaland",61.0,17.78,11.577,4.781,16.6,78.5,236.53,750.0,33.52,1.262,1
25.6736,94.0888,"Kohima, Nagaland",33.36,0.0,9.831,0.002,22.0,53.3,2.42,7.42,28.31,2.127,0
25.6752,94.1512,"Kohima, Nagaland",50.59,8.67,9.829,0.008,21.9,63.3,10.82,60.33,38.07,1.393,0
25.7055,94.0759,"Kohima, Nagaland",59.34,15.89,11.373,3.848,20.8,71.2,44.06,149.27,37.92,1.176,1
25.652,94.157,"Kohima, Nagaland",61.0,16.39,9.84,0.012,19.8,78.7,72.51,272.83,37.88,1.162,0
25.6336,94.0805,"Kohima, Nagaland",44.48,5.81,9.824,0.159,22.8,65.8,7.97,24.64,36.39,1.537,0
25.7165,94.1013,"Kohima, Nagaland",61.0,21.48,10.589,5.102,21.9,79.0,277.38,750.0,35.84,1.065,1
25.7127,94.1272,"Kohima, Nagaland",26.63,0.0,9.828,0.122,25.6,48.5,2.54,27.4,24.3,2.446,0
25.693,94.102,"Kohima, Nagaland",39.63,2.11,9.809,0.102,19.0,53.2,8.36,23.96,31.39,1.871,0
25.7148,94.0941,"Kohima, Nagaland",61.0,19.94,10.748,2.053,18.8,76.6,150.0,471.94,33.65,1.187,1
25.7199,94.1188,"Kohima, Nagaland",58.09,18.17,10.662,7.867,24.3,75.4,26.83,79.71,39.24,1.07,1
25.6299,94.09,"Kohima, Nagaland",52.65,14.42,9.813,0.065,19.7,67.6,13.56,86.94,35.52,1.297,0
25.6531,94.0675,"Kohima, Nagaland",50.09,9.67,9.864,0.01,19.7,78.5,24.74,113.39,31.3,1.622,0
25.6599,94.1189,"Kohima, Nagaland",61.0,20.7,9.81,0.0,19.5,76.6,240.07,549.76,25.16,1.568,0
25.6606,94.0755,"Kohima, Nagaland",27.24,0.0,9.831,0.076,25.9,40.0,6.81,24.21,38.16,1.656,0
25.7235,94.1087,"Kohima, Nagaland",61.0,16.95,11.736,4.456,30.5,66.1,237.37,661.25,30.13,1.431,1
25.6499,94.1356,"Kohima, Nagaland",61.0,19.85,11.926,4.553,20.9,69.6,138.25,356.94,31.31,1.281,1
25.6776,94.0636,"Kohima, Nagaland",61.0,16.36,9.798,0.105,21.2,68.5,40.89,136.13,26.94,1.622,0
25.6619,94.0958,"Kohima, Nagaland",28.82,0.0,9.793,0.077,25.0,50.7,9.03,34.59,31.37,1.943,0
25.7233,94.116,"Kohima, Nagaland",44.21,4.64,9.816,0.102,16.9,64.4,8.36,47.09,36.3,1.576,0
25.7097,94.1225,"Kohima, Nagaland",36.28,0.0,9.789,0.063,21.4,57.4,9.64,27.51,31.65,1.928,0
25.7052,94.093,"Kohima, Nagaland",35.66,0.0,9.799,0.051,17.0,61.5,5.1,30.36,33.99,1.815,0
25.6904,94.1347,"Kohima, Nagaland",61.0,19.44,10.481,6.647,17.2,77.6,145.32,294.64,37.15,1.09,1
